"","County","Lake","Date","Month","Day","Year","Station","TP","TN","CHL","SECCHI_ft","SECCHI_2","Color","Cond_uS","Cond_mS","Lake_County"
"1036","Alachua","Alto","12/04/2013",12,4,2013,1,15,1470,10,3,NA,140,82,NA,"Alto Alachua"
"1037","Alachua","Alto","12/04/2013",12,4,2013,2,15,850,10,3,NA,NA,NA,NA,"Alto Alachua"
"1038","Alachua","Alto","12/04/2013",12,4,2013,3,13,840,9,3,NA,NA,NA,NA,"Alto Alachua"
"1039","Alachua","Alto","12/20/2013",12,20,2013,1,17,1070,9,3,NA,138,80,NA,"Alto Alachua"
"1040","Alachua","Alto","12/20/2013",12,20,2013,2,17,890,7,3,NA,NA,NA,NA,"Alto Alachua"
"1041","Alachua","Alto","12/20/2013",12,20,2013,3,16,890,7,3,NA,NA,NA,NA,"Alto Alachua"
"1042","Alachua","Alto","12/22/2013",12,22,2013,1,16,990,13,2,NA,136,83,NA,"Alto Alachua"
"1043","Alachua","Alto","12/22/2013",12,22,2013,2,18,930,10,2,NA,NA,NA,NA,"Alto Alachua"
"1044","Alachua","Alto","12/22/2013",12,22,2013,3,15,930,9,2,NA,NA,NA,NA,"Alto Alachua"
"1045","Alachua","Alto","01/10/2014",1,10,2014,1,28,900,7,2.5,NA,130,79,NA,"Alto Alachua"
"1046","Alachua","Alto","01/10/2014",1,10,2014,2,21,1280,7,2.5,NA,NA,NA,NA,"Alto Alachua"
"1047","Alachua","Alto","01/10/2014",1,10,2014,3,21,1070,11,2.5,NA,NA,NA,NA,"Alto Alachua"
"1048","Alachua","Alto","01/31/2014",1,31,2014,1,17,910,7,2.5,NA,136,81,NA,"Alto Alachua"
"1049","Alachua","Alto","01/31/2014",1,31,2014,2,17,900,7,2.5,NA,NA,NA,NA,"Alto Alachua"
"1050","Alachua","Alto","01/31/2014",1,31,2014,3,17,1050,7,2.5,NA,NA,NA,NA,"Alto Alachua"
"1051","Alachua","Alto","02/03/2014",2,3,2014,1,17,880,7,2.3,NA,133,78,NA,"Alto Alachua"
"1052","Alachua","Alto","02/03/2014",2,3,2014,2,17,910,5,2.3,NA,NA,NA,NA,"Alto Alachua"
"1053","Alachua","Alto","02/03/2014",2,3,2014,3,15,790,5,2.3,NA,NA,NA,NA,"Alto Alachua"
"1054","Alachua","Alto","02/18/2014",2,18,2014,1,18,1010,7,2.5,NA,134,78,NA,"Alto Alachua"
"1055","Alachua","Alto","02/18/2014",2,18,2014,2,15,970,5,2.5,NA,NA,NA,NA,"Alto Alachua"
"1056","Alachua","Alto","02/18/2014",2,18,2014,3,16,940,5,2.5,NA,NA,NA,NA,"Alto Alachua"
"1057","Alachua","Alto","02/24/2014",2,24,2014,1,17,820,7,2.5,NA,129,78,NA,"Alto Alachua"
"1058","Alachua","Alto","02/24/2014",2,24,2014,2,18,830,8,2.5,NA,NA,NA,NA,"Alto Alachua"
"1059","Alachua","Alto","02/24/2014",2,24,2014,3,22,890,10,2.5,NA,NA,NA,NA,"Alto Alachua"
"1060","Alachua","Alto","03/19/2014",3,19,2014,1,21,910,7,2,NA,137,77,NA,"Alto Alachua"
"1061","Alachua","Alto","03/19/2014",3,19,2014,2,22,910,10,2,NA,NA,NA,NA,"Alto Alachua"
"1062","Alachua","Alto","03/19/2014",3,19,2014,3,20,1050,10,2,NA,NA,NA,NA,"Alto Alachua"
"1063","Alachua","Alto","03/27/2014",3,27,2014,1,19,940,8,2,NA,148,74,NA,"Alto Alachua"
"1064","Alachua","Alto","03/27/2014",3,27,2014,2,22,1080,9,2,NA,NA,NA,NA,"Alto Alachua"
"1065","Alachua","Alto","03/27/2014",3,27,2014,3,22,1130,10,2,NA,NA,NA,NA,"Alto Alachua"
"1066","Alachua","Alto","03/31/2014",3,31,2014,1,24,1060,7,2.3,NA,140,76,NA,"Alto Alachua"
"1067","Alachua","Alto","03/31/2014",3,31,2014,2,24,980,8,2.3,NA,NA,NA,NA,"Alto Alachua"
"1068","Alachua","Alto","03/31/2014",3,31,2014,3,21,970,8,2.3,NA,NA,NA,NA,"Alto Alachua"
"1069","Alachua","Alto","04/10/2014",4,10,2014,1,23,1040,8,2.3,NA,145,77,NA,"Alto Alachua"
"1070","Alachua","Alto","04/10/2014",4,10,2014,2,21,990,8,2.3,NA,NA,NA,NA,"Alto Alachua"
"1071","Alachua","Alto","04/10/2014",4,10,2014,3,20,920,8,2.3,NA,NA,NA,NA,"Alto Alachua"
"1072","Alachua","Alto","04/22/2014",4,22,2014,1,22,980,10,2,NA,135,88,NA,"Alto Alachua"
"1073","Alachua","Alto","04/22/2014",4,22,2014,2,24,1010,10,2,NA,NA,NA,NA,"Alto Alachua"
"1074","Alachua","Alto","04/22/2014",4,22,2014,3,24,1020,10,2,NA,NA,NA,NA,"Alto Alachua"
"1075","Alachua","Alto","04/25/2014",4,25,2014,1,23,990,12,2,NA,132,76,NA,"Alto Alachua"
"1076","Alachua","Alto","04/25/2014",4,25,2014,2,22,930,12,2,NA,NA,NA,NA,"Alto Alachua"
"1077","Alachua","Alto","04/25/2014",4,25,2014,3,21,860,11,2,NA,NA,NA,NA,"Alto Alachua"
"1078","Alachua","Alto","05/23/2014",5,23,2014,1,27,760,15,2.5,NA,92,271,NA,"Alto Alachua"
"1079","Alachua","Alto","05/23/2014",5,23,2014,2,23,850,13,2.5,NA,NA,NA,NA,"Alto Alachua"
"1080","Alachua","Alto","05/23/2014",5,23,2014,3,21,890,13,2.5,NA,NA,NA,NA,"Alto Alachua"
"1081","Alachua","Alto","06/17/2014",6,17,2014,1,19,860,11,2.5,NA,112,75,NA,"Alto Alachua"
"1082","Alachua","Alto","06/17/2014",6,17,2014,2,23,850,18,2.5,NA,NA,NA,NA,"Alto Alachua"
"1083","Alachua","Alto","06/17/2014",6,17,2014,3,21,800,12,2.5,NA,NA,NA,NA,"Alto Alachua"
"1084","Alachua","Alto","07/22/2014",7,22,2014,1,19,740,13,2.5,NA,93,96,NA,"Alto Alachua"
"1085","Alachua","Alto","07/22/2014",7,22,2014,2,18,750,11,2.5,NA,NA,NA,NA,"Alto Alachua"
"1086","Alachua","Alto","07/22/2014",7,22,2014,3,18,670,8,2.5,NA,NA,NA,NA,"Alto Alachua"
"1087","Alachua","Alto","08/21/2014",8,21,2014,1,26,830,18,3,NA,97,82,NA,"Alto Alachua"
"1088","Alachua","Alto","08/21/2014",8,21,2014,2,22,750,16,3.5,NA,NA,NA,NA,"Alto Alachua"
"1089","Alachua","Alto","08/21/2014",8,21,2014,3,22,760,19,3.5,NA,NA,NA,NA,"Alto Alachua"
"1090","Alachua","Alto","09/30/2014",9,30,2014,1,18,820,17,4,NA,89,78,NA,"Alto Alachua"
"1091","Alachua","Alto","09/30/2014",9,30,2014,2,18,890,13,4,NA,NA,NA,NA,"Alto Alachua"
"1092","Alachua","Alto","09/30/2014",9,30,2014,3,17,830,11,4,NA,NA,NA,NA,"Alto Alachua"
"1093","Alachua","Alto","10/17/2014",10,17,2014,1,18,820,9,3,NA,100,80,NA,"Alto Alachua"
"1094","Alachua","Alto","10/17/2014",10,17,2014,2,15,760,9,3,NA,NA,NA,NA,"Alto Alachua"
"1095","Alachua","Alto","10/17/2014",10,17,2014,3,19,800,13,3,NA,NA,NA,NA,"Alto Alachua"
"1096","Alachua","Alto","11/22/2014",11,22,2014,1,17,790,8,4.5,NA,95,78,NA,"Alto Alachua"
"1097","Alachua","Alto","11/22/2014",11,22,2014,2,16,820,9,4.5,NA,NA,NA,NA,"Alto Alachua"
"1098","Alachua","Alto","11/22/2014",11,22,2014,3,17,790,9,4.5,NA,NA,NA,NA,"Alto Alachua"
"1099","Alachua","Alto","12/15/2014",12,15,2014,1,12,760,5,4.5,NA,82,71,NA,"Alto Alachua"
"1100","Alachua","Alto","12/15/2014",12,15,2014,2,11,730,4,4.5,NA,NA,NA,NA,"Alto Alachua"
"1101","Alachua","Alto","12/15/2014",12,15,2014,3,9,600,5,4.5,NA,NA,NA,NA,"Alto Alachua"
"1102","Alachua","Alto","01/19/2015",1,19,2015,1,20,810,6,4,NA,87,75,NA,"Alto Alachua"
"1103","Alachua","Alto","01/19/2015",1,19,2015,2,16,770,13,3.5,NA,NA,NA,NA,"Alto Alachua"
"1104","Alachua","Alto","01/19/2015",1,19,2015,3,13,920,5,3.5,NA,NA,NA,NA,"Alto Alachua"
"1105","Alachua","Alto","03/31/2015",3,31,2015,1,22,1130,11,3,NA,NA,NA,NA,"Alto Alachua"
"1106","Alachua","Alto","03/31/2015",3,31,2015,2,19,900,9,3,NA,NA,NA,NA,"Alto Alachua"
"1107","Alachua","Alto","03/31/2015",3,31,2015,3,19,960,9,3,NA,NA,NA,NA,"Alto Alachua"
"1108","Alachua","Alto","04/20/2015",4,20,2015,1,15,850,10,3.5,NA,86,79,NA,"Alto Alachua"
"1109","Alachua","Alto","04/20/2015",4,20,2015,2,16,870,10,3.5,NA,NA,NA,NA,"Alto Alachua"
"1110","Alachua","Alto","04/20/2015",4,20,2015,3,18,880,16,3.5,NA,NA,NA,NA,"Alto Alachua"
"1111","Alachua","Alto","05/18/2015",5,18,2015,1,17,1200,39,2.5,NA,NA,NA,NA,"Alto Alachua"
"1112","Alachua","Alto","05/18/2015",5,18,2015,2,17,1040,36,2.5,NA,NA,NA,NA,"Alto Alachua"
"1113","Alachua","Alto","05/18/2015",5,18,2015,3,18,1070,34,2.5,NA,NA,NA,NA,"Alto Alachua"
"1114","Alachua","Alto","06/23/2015",6,23,2015,1,23,930,18,3.5,NA,NA,NA,NA,"Alto Alachua"
"1115","Alachua","Alto","06/23/2015",6,23,2015,2,19,810,18,3.5,NA,NA,NA,NA,"Alto Alachua"
"1116","Alachua","Alto","06/23/2015",6,23,2015,3,16,820,17,3.5,NA,NA,NA,NA,"Alto Alachua"
"1117","Alachua","Alto","07/20/2015",7,20,2015,1,21,870,23,3.5,NA,75,81,NA,"Alto Alachua"
"1118","Alachua","Alto","07/20/2015",7,20,2015,2,19,790,19,4,NA,NA,NA,NA,"Alto Alachua"
"1119","Alachua","Alto","07/20/2015",7,20,2015,3,18,750,19,4,NA,NA,NA,NA,"Alto Alachua"
"1120","Alachua","Alto","08/25/2015",8,25,2015,1,24,720,15,3.5,NA,NA,NA,NA,"Alto Alachua"
"1121","Alachua","Alto","08/25/2015",8,25,2015,2,22,740,19,3.5,NA,NA,NA,NA,"Alto Alachua"
"1122","Alachua","Alto","08/25/2015",8,25,2015,3,20,720,14,3.5,NA,NA,NA,NA,"Alto Alachua"
"1123","Alachua","Alto","09/21/2015",9,21,2015,1,20,920,18,2.5,NA,NA,NA,NA,"Alto Alachua"
"1124","Alachua","Alto","09/21/2015",9,21,2015,2,21,880,18,2.5,NA,NA,NA,NA,"Alto Alachua"
"1125","Alachua","Alto","09/21/2015",9,21,2015,3,27,1030,33,2.5,NA,NA,NA,NA,"Alto Alachua"
"1126","Alachua","Alto","10/24/2015",10,24,2015,1,17,790,11,2.5,NA,167,71,NA,"Alto Alachua"
"1127","Alachua","Alto","10/24/2015",10,24,2015,2,18,810,12,2.5,NA,NA,NA,NA,"Alto Alachua"
"1128","Alachua","Alto","10/24/2015",10,24,2015,3,19,840,15,2.5,NA,NA,NA,NA,"Alto Alachua"
"1129","Alachua","Alto","11/27/2015",11,27,2015,1,17,910,7,3,NA,NA,NA,NA,"Alto Alachua"
"1130","Alachua","Alto","11/27/2015",11,27,2015,2,14,900,9,3,NA,NA,NA,NA,"Alto Alachua"
"1131","Alachua","Alto","11/27/2015",11,27,2015,3,16,910,9,3,NA,NA,NA,NA,"Alto Alachua"
"1132","Alachua","Alto","12/21/2015",12,21,2015,1,14,900,7,2.5,NA,NA,NA,NA,"Alto Alachua"
"1133","Alachua","Alto","12/21/2015",12,21,2015,2,17,880,7,2.5,NA,NA,NA,NA,"Alto Alachua"
"1134","Alachua","Alto","12/21/2015",12,21,2015,3,15,850,7,2.5,NA,NA,NA,NA,"Alto Alachua"
"1135","Alachua","Alto","01/21/2016",1,21,2016,1,17,870,4,3,NA,143,75,NA,"Alto Alachua"
"1136","Alachua","Alto","01/21/2016",1,21,2016,2,18,890,8,3,NA,NA,NA,NA,"Alto Alachua"
"1137","Alachua","Alto","01/21/2016",1,21,2016,3,15,900,6,3,NA,NA,NA,NA,"Alto Alachua"
"1138","Alachua","Alto","02/22/2016",2,22,2016,1,20,780,11,2.8,NA,NA,NA,NA,"Alto Alachua"
"1139","Alachua","Alto","02/22/2016",2,22,2016,2,22,820,6,3.3,NA,NA,NA,NA,"Alto Alachua"
"1140","Alachua","Alto","02/22/2016",2,22,2016,3,16,910,7,3,NA,NA,NA,NA,"Alto Alachua"
"1141","Alachua","Alto","03/25/2016",3,25,2016,1,27,890,14,2.3,NA,NA,NA,NA,"Alto Alachua"
"1142","Alachua","Alto","03/25/2016",3,25,2016,2,29,910,12,2.3,NA,NA,NA,NA,"Alto Alachua"
"1143","Alachua","Alto","03/25/2016",3,25,2016,3,24,880,10,2.5,NA,NA,NA,NA,"Alto Alachua"
"1144","Alachua","Alto","04/16/2016",4,16,2016,1,25,930,9,3,NA,127,73,NA,"Alto Alachua"
"1145","Alachua","Alto","04/16/2016",4,16,2016,2,20,910,9,3,NA,NA,NA,NA,"Alto Alachua"
"1146","Alachua","Alto","04/16/2016",4,16,2016,3,22,850,10,3,NA,NA,NA,NA,"Alto Alachua"
"1147","Alachua","Alto","05/16/2016",5,16,2016,1,22,1060,10,3,NA,NA,NA,NA,"Alto Alachua"
"1148","Alachua","Alto","05/16/2016",5,16,2016,2,22,910,12,3,NA,NA,NA,NA,"Alto Alachua"
"1149","Alachua","Alto","05/16/2016",5,16,2016,3,25,780,12,3,NA,NA,NA,NA,"Alto Alachua"
"1150","Alachua","Alto","06/21/2016",6,21,2016,1,20,820,29,2.5,NA,NA,NA,NA,"Alto Alachua"
"1151","Alachua","Alto","06/21/2016",6,21,2016,2,22,760,21,2.5,NA,NA,NA,NA,"Alto Alachua"
"1152","Alachua","Alto","06/21/2016",6,21,2016,3,16,850,18,2.5,NA,NA,NA,NA,"Alto Alachua"
"1153","Alachua","Alto","07/22/2016",7,22,2016,1,17,750,6,3,NA,99,74,NA,"Alto Alachua"
"1154","Alachua","Alto","07/22/2016",7,22,2016,2,19,780,NA,3,NA,NA,NA,NA,"Alto Alachua"
"1155","Alachua","Alto","07/22/2016",7,22,2016,3,19,790,NA,3,NA,NA,NA,NA,"Alto Alachua"
"1156","Alachua","Alto","08/20/2016",8,20,2016,1,26,830,23,3.5,NA,NA,NA,NA,"Alto Alachua"
"1157","Alachua","Alto","08/20/2016",8,20,2016,2,25,840,15,4.3,NA,NA,NA,NA,"Alto Alachua"
"1158","Alachua","Alto","08/20/2016",8,20,2016,3,13,670,17,3.5,NA,NA,NA,NA,"Alto Alachua"
"1159","Alachua","Alto","09/17/2016",9,17,2016,1,18,750,12,3.5,NA,NA,NA,NA,"Alto Alachua"
"1160","Alachua","Alto","09/17/2016",9,17,2016,2,15,760,16,3.5,NA,NA,NA,NA,"Alto Alachua"
"1161","Alachua","Alto","09/17/2016",9,17,2016,3,17,670,17,4,NA,NA,NA,NA,"Alto Alachua"
"1162","Alachua","Alto","10/23/2016",10,23,2016,1,19,720,9,3,NA,96,73,NA,"Alto Alachua"
"1163","Alachua","Alto","10/23/2016",10,23,2016,2,17,680,9,3,NA,NA,NA,NA,"Alto Alachua"
"1164","Alachua","Alto","10/23/2016",10,23,2016,3,18,700,11,3,NA,NA,NA,NA,"Alto Alachua"
"1165","Alachua","Alto","01/18/2017",1,18,2017,1,17,700,6,4.5,NA,63,57,NA,"Alto Alachua"
"1166","Alachua","Alto","01/18/2017",1,18,2017,2,16,730,7,4.5,NA,NA,NA,NA,"Alto Alachua"
"1167","Alachua","Alto","01/18/2017",1,18,2017,3,15,710,6,4.5,NA,NA,NA,NA,"Alto Alachua"
"1168","Alachua","Alto","02/20/2017",2,20,2017,1,17,560,5,3.5,NA,NA,NA,NA,"Alto Alachua"
"1169","Alachua","Alto","02/20/2017",2,20,2017,2,20,660,6,3.5,NA,NA,NA,NA,"Alto Alachua"
"1170","Alachua","Alto","02/20/2017",2,20,2017,3,19,620,4,3.5,NA,NA,NA,NA,"Alto Alachua"
"1171","Alachua","Alto","03/18/2017",3,18,2017,1,27,840,11,3,NA,NA,NA,NA,"Alto Alachua"
"1172","Alachua","Alto","03/18/2017",3,18,2017,2,24,870,10,3,NA,NA,NA,NA,"Alto Alachua"
"1173","Alachua","Alto","03/18/2017",3,18,2017,3,18,740,10,3,NA,NA,NA,NA,"Alto Alachua"
"1174","Alachua","Alto","04/19/2017",4,19,2017,1,16,960,12,3.5,NA,68,81,NA,"Alto Alachua"
"1175","Alachua","Alto","04/19/2017",4,19,2017,2,19,820,7,3.5,NA,NA,NA,NA,"Alto Alachua"
"1176","Alachua","Alto","04/19/2017",4,19,2017,3,16,830,7,3.5,NA,NA,NA,NA,"Alto Alachua"
"1177","Alachua","Alto","05/18/2017",5,18,2017,1,24,1000,12,3,NA,NA,NA,NA,"Alto Alachua"
"1178","Alachua","Alto","05/18/2017",5,18,2017,2,23,870,14,3,NA,NA,NA,NA,"Alto Alachua"
"1179","Alachua","Alto","05/18/2017",5,18,2017,3,24,960,14,3,NA,NA,NA,NA,"Alto Alachua"
"1180","Alachua","Alto","06/19/2017",6,19,2017,1,21,910,17,3,NA,NA,NA,NA,"Alto Alachua"
"1181","Alachua","Alto","06/19/2017",6,19,2017,2,19,890,16,3,NA,NA,NA,NA,"Alto Alachua"
"1182","Alachua","Alto","06/19/2017",6,19,2017,3,21,850,15,3,NA,NA,NA,NA,"Alto Alachua"
"1183","Alachua","Alto","07/13/2017",7,13,2017,1,23,1010,17,2.5,NA,115,73,NA,"Alto Alachua"
"1184","Alachua","Alto","07/13/2017",7,13,2017,2,24,810,18,2.5,NA,NA,NA,NA,"Alto Alachua"
"1185","Alachua","Alto","07/13/2017",7,13,2017,3,21,860,18,3,NA,NA,NA,NA,"Alto Alachua"
"1186","Alachua","Alto","08/22/2017",8,22,2017,1,22,710,24,2.5,NA,NA,NA,NA,"Alto Alachua"
"1187","Alachua","Alto","08/22/2017",8,22,2017,2,21,830,20,2,NA,NA,NA,NA,"Alto Alachua"
"1188","Alachua","Alto","08/22/2017",8,22,2017,3,23,850,15,2,NA,NA,NA,NA,"Alto Alachua"
"1189","Alachua","Alto","09/21/2017",9,21,2017,1,28,810,15,2.5,NA,NA,NA,NA,"Alto Alachua"
"1190","Alachua","Alto","09/21/2017",9,21,2017,2,29,750,25,2.5,NA,NA,NA,NA,"Alto Alachua"
"1191","Alachua","Alto","09/21/2017",9,21,2017,3,31,730,45,2.5,NA,NA,NA,NA,"Alto Alachua"
"1192","Alachua","Alto","10/20/2017",10,20,2017,1,38,950,14,2,NA,169,62,NA,"Alto Alachua"
"1193","Alachua","Alto","10/20/2017",10,20,2017,2,34,860,12,2,NA,NA,NA,NA,"Alto Alachua"
"1194","Alachua","Alto","10/20/2017",10,20,2017,3,32,870,13,2,NA,NA,NA,NA,"Alto Alachua"
"1195","Alachua","Alto","11/20/2017",11,20,2017,1,29,820,8,3,NA,NA,NA,NA,"Alto Alachua"
"1196","Alachua","Alto","11/20/2017",11,20,2017,2,25,830,8,3,NA,NA,NA,NA,"Alto Alachua"
"1197","Alachua","Alto","11/20/2017",11,20,2017,3,26,750,12,2.5,NA,NA,NA,NA,"Alto Alachua"
"1198","Alachua","Alto","12/18/2017",12,18,2017,1,26,610,8,2.5,NA,NA,NA,NA,"Alto Alachua"
"1199","Alachua","Alto","12/18/2017",12,18,2017,2,25,780,7,2.5,NA,NA,NA,NA,"Alto Alachua"
"1200","Alachua","Alto","12/18/2017",12,18,2017,3,25,750,6,2.5,NA,NA,NA,NA,"Alto Alachua"
"1201","Alachua","Alto","01/22/2018",1,22,2018,1,36,770,5,3,NA,174,78,NA,"Alto Alachua"
"1202","Alachua","Alto","01/22/2018",1,22,2018,2,25,740,5,3,NA,NA,NA,NA,"Alto Alachua"
"1203","Alachua","Alto","01/22/2018",1,22,2018,3,25,730,5,3,NA,NA,NA,NA,"Alto Alachua"
"1204","Alachua","Alto","02/22/2018",2,22,2018,1,27,920,29,2,NA,NA,NA,NA,"Alto Alachua"
"1205","Alachua","Alto","02/22/2018",2,22,2018,2,27,860,28,2,NA,NA,NA,NA,"Alto Alachua"
"1206","Alachua","Alto","02/22/2018",2,22,2018,3,22,780,17,2,NA,NA,NA,NA,"Alto Alachua"
"1207","Alachua","Alto","03/27/2018",3,27,2018,1,29,860,10,2,NA,NA,NA,NA,"Alto Alachua"
"1208","Alachua","Alto","03/27/2018",3,27,2018,2,25,930,10,2,NA,NA,NA,NA,"Alto Alachua"
"1209","Alachua","Alto","03/27/2018",3,27,2018,3,24,1050,9,2,NA,NA,NA,NA,"Alto Alachua"
"1210","Alachua","Alto","04/19/2018",4,19,2018,1,25,910,12,2.5,NA,113,67,NA,"Alto Alachua"
"1211","Alachua","Alto","04/19/2018",4,19,2018,2,22,890,12,2.5,NA,NA,NA,NA,"Alto Alachua"
"1212","Alachua","Alto","04/19/2018",4,19,2018,3,13,920,12,2.5,NA,NA,NA,NA,"Alto Alachua"
"1213","Alachua","Alto","05/23/2018",5,23,2018,1,41,770,10,3,NA,NA,NA,NA,"Alto Alachua"
"1214","Alachua","Alto","05/23/2018",5,23,2018,2,28,800,8,3,NA,NA,NA,NA,"Alto Alachua"
"1215","Alachua","Alto","05/23/2018",5,23,2018,3,17,780,7,3,NA,NA,NA,NA,"Alto Alachua"
"1216","Alachua","Alto","06/23/2018",6,23,2018,1,29,960,35,3,NA,NA,NA,NA,"Alto Alachua"
"1217","Alachua","Alto","06/23/2018",6,23,2018,2,36,870,35,3,NA,NA,NA,NA,"Alto Alachua"
"1218","Alachua","Alto","06/23/2018",6,23,2018,3,38,930,37,3,NA,NA,NA,NA,"Alto Alachua"
"1219","Alachua","Alto","07/16/2018",7,16,2018,1,23,840,17,3,NA,105,67,NA,"Alto Alachua"
"1220","Alachua","Alto","07/16/2018",7,16,2018,2,22,830,20,3,NA,NA,NA,NA,"Alto Alachua"
"1221","Alachua","Alto","07/16/2018",7,16,2018,3,22,810,17,3,NA,NA,NA,NA,"Alto Alachua"
"1222","Alachua","Alto","08/20/2018",8,20,2018,1,25,760,28,2.5,NA,NA,NA,NA,"Alto Alachua"
"1223","Alachua","Alto","08/20/2018",8,20,2018,2,21,750,18,2.5,NA,NA,NA,NA,"Alto Alachua"
"1224","Alachua","Alto","08/20/2018",8,20,2018,3,18,800,17,2.5,NA,NA,NA,NA,"Alto Alachua"
"1225","Alachua","Alto","09/17/2018",9,17,2018,1,23,740,16,4,NA,NA,NA,NA,"Alto Alachua"
"1226","Alachua","Alto","09/17/2018",9,17,2018,2,22,780,19,3.5,NA,NA,NA,NA,"Alto Alachua"
"1227","Alachua","Alto","09/17/2018",9,17,2018,3,27,840,25,3.5,NA,NA,NA,NA,"Alto Alachua"
"1228","Alachua","Alto","10/19/2018",10,19,2018,1,26,800,19,3.5,NA,92,67,NA,"Alto Alachua"
"1229","Alachua","Alto","10/19/2018",10,19,2018,2,22,760,20,4,NA,NA,NA,NA,"Alto Alachua"
"1230","Alachua","Alto","10/19/2018",10,19,2018,3,19,750,15,4.5,NA,NA,NA,NA,"Alto Alachua"
"1231","Alachua","Alto","11/19/2018",11,19,2018,1,19,740,11,3,NA,NA,NA,NA,"Alto Alachua"
"1232","Alachua","Alto","11/19/2018",11,19,2018,2,19,740,13,3.3,NA,NA,NA,NA,"Alto Alachua"
"1233","Alachua","Alto","11/19/2018",11,19,2018,3,18,720,10,3.5,NA,NA,NA,NA,"Alto Alachua"
"1234","Alachua","Alto","12/17/2018",12,17,2018,1,19,690,7,4,NA,NA,NA,NA,"Alto Alachua"
"1235","Alachua","Alto","12/17/2018",12,17,2018,2,17,670,8,4,NA,NA,NA,NA,"Alto Alachua"
"1236","Alachua","Alto","12/17/2018",12,17,2018,3,18,730,9,4,NA,NA,NA,NA,"Alto Alachua"
"1237","Alachua","Alto","01/19/2019",1,19,2019,1,20,750,11,4,NA,90,67,NA,"Alto Alachua"
"1238","Alachua","Alto","01/19/2019",1,19,2019,2,19,700,8,3.5,NA,NA,NA,NA,"Alto Alachua"
"1239","Alachua","Alto","01/19/2019",1,19,2019,3,17,710,7,3.5,NA,NA,NA,NA,"Alto Alachua"
"1240","Alachua","Alto","02/25/2019",2,25,2019,1,77,690,12,3,NA,NA,NA,NA,"Alto Alachua"
"1241","Alachua","Alto","02/25/2019",2,25,2019,2,22,700,12,3,NA,NA,NA,NA,"Alto Alachua"
"1242","Alachua","Alto","02/25/2019",2,25,2019,3,21,700,11,3,NA,NA,NA,NA,"Alto Alachua"
"1243","Alachua","Alto","03/25/2019",3,25,2019,1,19,730,13,3,NA,NA,NA,NA,"Alto Alachua"
"1244","Alachua","Alto","03/25/2019",3,25,2019,2,22,790,13,3,NA,NA,NA,NA,"Alto Alachua"
"1245","Alachua","Alto","03/25/2019",3,25,2019,3,21,780,14,3,NA,NA,NA,NA,"Alto Alachua"
"1246","Alachua","Alto","04/23/2019",4,23,2019,1,22,780,12,3,NA,91,65,NA,"Alto Alachua"
"1247","Alachua","Alto","04/23/2019",4,23,2019,2,25,800,14,3,NA,NA,NA,NA,"Alto Alachua"
"1248","Alachua","Alto","04/23/2019",4,23,2019,3,21,760,14,3,NA,NA,NA,NA,"Alto Alachua"
"1249","Alachua","Alto","05/20/2019",5,20,2019,1,23,940,25,3,NA,NA,NA,NA,"Alto Alachua"
"1250","Alachua","Alto","05/20/2019",5,20,2019,2,24,900,25,3,NA,NA,NA,NA,"Alto Alachua"
"1251","Alachua","Alto","05/20/2019",5,20,2019,3,23,800,26,3,NA,NA,NA,NA,"Alto Alachua"
"1252","Alachua","Alto","06/20/2019",6,20,2019,1,26,800,18,3.5,NA,NA,NA,NA,"Alto Alachua"
"1253","Alachua","Alto","06/20/2019",6,20,2019,2,25,760,18,3.5,NA,NA,NA,NA,"Alto Alachua"
"1254","Alachua","Alto","06/20/2019",6,20,2019,3,22,710,17,3.5,NA,NA,NA,NA,"Alto Alachua"
"1255","Alachua","Alto","07/25/2019",7,25,2019,1,22,640,29,3.3,NA,61,54,NA,"Alto Alachua"
"1256","Alachua","Alto","07/25/2019",7,25,2019,2,21,660,21,3.3,NA,NA,NA,NA,"Alto Alachua"
"1257","Alachua","Alto","07/25/2019",7,25,2019,3,19,620,32,3.3,NA,NA,NA,NA,"Alto Alachua"
"1258","Alachua","Alto","08/19/2019",8,19,2019,1,21,760,20,3.5,NA,NA,NA,NA,"Alto Alachua"
"1259","Alachua","Alto","08/19/2019",8,19,2019,2,19,730,17,3.5,NA,NA,NA,NA,"Alto Alachua"
"1260","Alachua","Alto","08/19/2019",8,19,2019,3,19,720,16,3.5,NA,NA,NA,NA,"Alto Alachua"
"1261","Alachua","Alto","09/12/2019",9,12,2019,1,24,720,17,3,NA,NA,NA,NA,"Alto Alachua"
"1262","Alachua","Alto","09/12/2019",9,12,2019,2,22,760,20,3.3,NA,NA,NA,NA,"Alto Alachua"
"1263","Alachua","Alto","09/12/2019",9,12,2019,3,22,730,19,4,NA,NA,NA,NA,"Alto Alachua"
"1264","Alachua","Alto","10/17/2019",10,17,2019,1,16,710,12,3,NA,72,67,NA,"Alto Alachua"
"1265","Alachua","Alto","10/17/2019",10,17,2019,2,16,660,13,3,NA,NA,NA,NA,"Alto Alachua"
"1266","Alachua","Alto","10/17/2019",10,17,2019,3,16,670,15,3.5,NA,NA,NA,NA,"Alto Alachua"
"1267","Alachua","Alto","11/18/2019",11,18,2019,1,15,660,9,4,NA,NA,NA,NA,"Alto Alachua"
"1268","Alachua","Alto","11/18/2019",11,18,2019,2,16,680,9,4,NA,NA,NA,NA,"Alto Alachua"
