"","Study","County","Lake","Waterbody Name","Station","STATIONID","STATION_ID","Monitoring Location Name (35 or less)","Water Management District","GNIS_ID","water type","WIN Secondary Type","GPS Source","Lat deg","Lat min","Lat sec","Long deg","Long min","Long sec","Formula Latitude","Formula Longitude","Latitude","Longitude","Region Number","Region Name","Geologic formation","Geologic formation description","Physiographic region","Physiographic region descriptio","SA (acres)","SA (hectare)","SA Citation","TP Zone","TP 75th","TP 80th","TP 85th","TP 90th","TN Zone","TN 75th","TN 80th","TN 85th","TN 90th","Nutrient Watershed Region","Esturary","Esturary Segment","Narrative Nutrient Criteria Waters","Coastal Nutrient Region","Coastal Nutrient Segment","Site Specific Interpretations of the NNC","Lake_County"
"2987","LW","Orange","Druid",NA,"2","Ora-Druid-2","ORA-DRUID-2","Orange-Druid-2","St. Johns River",281775,"Lake","Lake","Google Earth","28","33","38","81","20","59.1","28.560555555555556","-81.34975",28.5605555555556,-81.34975,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District","19","8","(Shafer et al. 1986)","TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Druid Orange"
"2988","LW","Orange","Druid",NA,"3","Ora-Druid-3","ORA-DRUID-3","Orange-Druid-3","St. Johns River",281775,"Lake","Lake","Google Earth","28","33","40.380000000000003","81","20","57.09","28.561216666666667","-81.34919166666667",28.5612166666667,-81.3491916666667,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District","19","8","(Shafer et al. 1986)","TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Druid Orange"
"2989","LW","Orange","East",NA,"1","Ora-East-1","ORA-EAST-1","Orange-East-1","St. Johns River",NA,"Lake","Lake","Garmin GPS","28","22","46.54","81","11","42.72","28.379594444444443","-81.1952",28.3795944444444,-81.1952,"75-27","Osceola Slope","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","EF 1l + 1n","The lake lies in the Holopaw-Indian Town Ridges and Swales and Kissimmee Valley divisions of the Eastern Flatwoods District",".",".",NA,"TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"East Orange"
"2990","LW","Orange","East",NA,"2","Ora-East-2","ORA-EAST-2","Orange-East-2","St. Johns River",NA,"Lake","Lake","Garmin GPS","28","22","52.07","81","11","43.56","28.381130555555554","-81.195433333333327",28.3811305555556,-81.1954333333333,"75-27","Osceola Slope","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","EF 1l + 1n","The lake lies in the Holopaw-Indian Town Ridges and Swales and Kissimmee Valley divisions of the Eastern Flatwoods District",".",".",NA,"TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"East Orange"
"2991","LW","Orange","East",NA,"3","Ora-East-3","ORA-EAST-3","Orange-East-3","St. Johns River",NA,"Lake","Lake","Garmin GPS","28","22","56.32","81","11","42.64","28.382311111111111","-81.195177777777772",28.3823111111111,-81.1951777777778,"75-27","Osceola Slope","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","EF 1l + 1n","The lake lies in the Holopaw-Indian Town Ridges and Swales and Kissimmee Valley divisions of the Eastern Flatwoods District",".",".",NA,"TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"East Orange"
"2992","LW","Orange","Eola",NA,"1","Ora-Eola-1","ORA-EOLA-1","Orange-Eola-1","St. Johns River",282234,"Lake","Lake","Garmin GPS","28","32","40.020000000000003","81","22","19.62","28.544450000000001","-81.37211666666667",28.5364666666667,-81.3739166666667,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District","25","10","(Shafer et al. 1986)","TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Eola Orange"
"2993","LW","Orange","Eola",NA,"2","Ora-Eola-2","ORA-EOLA-2","Orange-Eola-2","St. Johns River",282234,"Lake","Lake","Garmin GPS","28","32","35.159999999999997","81","22","22.8","28.543099999999999","-81.373000000000005",28.53595,-81.3729166666667,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District","25","10","(Shafer et al. 1986)","TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Eola Orange"
"2994","LW","Orange","Eola",NA,"3","Ora-Eola-3","ORA-EOLA-3","Orange-Eola-3","St. Johns River",282234,"Lake","Lake","Garmin GPS","28","32","39.06","81","22","25.98","28.544183333333333","-81.373883333333339",28.5441833333333,-81.3738833333333,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District","25","10","(Shafer et al. 1986)","TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Eola Orange"
"2995","LW","Orange","Estelle",NA,"1","Ora-Estelle-1","ORA-ESTELLE-1","Orange-Estelle-1","St. Johns River",282256,"Lake","Lake","Google Earth","28","34","27.71","81","22","5.59","28.57436388888889","-81.368219444444449",28.5743638888889,-81.3682194444444,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District","22","9","(Shafer et al. 1986)","TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Estelle Orange"
"2996","LW","Orange","Estelle",NA,"2","Ora-Estelle-2","ORA-ESTELLE-2","Orange-Estelle-2","St. Johns River",282256,"Lake","Lake","Google Earth","28","34","30","81","22","0","28.574999999999999","-81.36666666666666",28.575,-81.3666666666667,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District","22","9","(Shafer et al. 1986)","TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Estelle Orange"
"2997","LW","Orange","Estelle",NA,"3","Ora-Estelle-3","ORA-ESTELLE-3","Orange-Estelle-3","St. Johns River",282256,"Lake","Lake","Google Earth","28","35","33.36","81","21","55.51","28.592600000000001","-81.365419444444441",28.5926,-81.3654194444444,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District","22","9","(Shafer et al. 1986)","TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Estelle Orange"
"2998","LW","Orange","Estelle East",NA,"1","Ora-EstelleE-1","ORA-ESTELLEE-1","Orange-Estelle East-1","St. Johns River",282256,"Lake","Lake","Google Earth","28","34","25.19","81","21","48.16","28.573663888888888","-81.363377777777771",28.5736638888889,-81.3633777777778,"75-21","Orlando Ridge","mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","cl 4i","The lake lies in the Orlando Promontory division of the Central Lake District",".",".",".","TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Estelle East Orange"
"2999","LW","Orange","Estelle East",NA,"2","Ora-EstelleE-2","ORA-ESTELLEE-2","Orange-Estelle East-2","St. Johns River",282256,"Lake","Lake","Google Earth","28","34","30.2","81","21","48.3","28.575055555555554","-81.363416666666666",28.5750555555556,-81.3634166666667,"75-21","Orlando Ridge","mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","cl 4i","The lake lies in the Orlando Promontory division of the Central Lake District",".",".",".","TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Estelle East Orange"
"3000","LW","Orange","Estelle East",NA,"3","Ora-EstelleE-3","ORA-ESTELLEE-3","Orange-Estelle East-3","St. Johns River",282256,"Lake","Lake","Google Earth","28","34","35.19","81","21","48.16","28.576441666666668","-81.363377777777771",28.5764416666667,-81.3633777777778,"75-21","Orlando Ridge","mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","cl 4i","The lake lies in the Orlando Promontory division of the Central Lake District",".",".",".","TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Estelle East Orange"
"3001","LW","Orange","Eulalia",NA,"1","Ora-Eulalia-1","ORA-EULALIA-1","Orange-Eulalia-1","St. Johns River",NA,"Lake","Lake","Google Earth","28","37","8.77","81","22","21.38","28.619102777777776","-81.372605555555552",28.6191027777778,-81.3726055555556,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District",".",".",NA,"TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Eulalia Orange"
"3002","LW","Orange","Eulalia",NA,"2","Ora-Eulalia-2","ORA-EULALIA-2","Orange-Eulalia-2","St. Johns River",NA,"Lake","Lake","Google Earth","28","37","9.01","81","22","19.55","28.619169444444445","-81.372097222222223",28.6191694444444,-81.3720972222222,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District",".",".",NA,"TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Eulalia Orange"
"3003","LW","Orange","Eulalia",NA,"3","Ora-Eulalia-3","ORA-EULALIA-3","Orange-Eulalia-3","St. Johns River",NA,"Lake","Lake","Google Earth","28","37","9.5500000000000007","81","22","17.89","28.619319444444443","-81.371636111111115",28.6193194444444,-81.3716361111111,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District",".",".",NA,"TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Eulalia Orange"
"3004","LW","Orange","Eve",NA,"1","Ora-Eve-1","ORA-EVE-1","Orange-Eve-1","St. Johns River",282287,"Lake","Lake","Google Earth","28","37","47.79","81","25","27.95","28.629941666666667","-81.42443055555556",28.6299416666667,-81.4244305555556,"75-16","Apopka Upland","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District","8","3","(Shafer et al. 1986)","TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Eve Orange"
"3005","LW","Orange","Eve",NA,"2","Ora-Eve-2","ORA-EVE-2","Orange-Eve-2","St. Johns River",282287,"Lake","Lake","Google Earth","28","37","48.2","81","25","30.3","28.630055555555554","-81.425083333333333",28.6300555555556,-81.4250833333333,"75-16","Apopka Upland","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District","8","3","(Shafer et al. 1986)","TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Eve Orange"
"3006","LW","Orange","Eve",NA,"3","Ora-Eve-3","ORA-EVE-3","Orange-Eve-3","St. Johns River",282287,"Lake","Lake","Google Earth","28","37","47.55","81","25","32.71","28.629874999999998","-81.425752777777774",28.629875,-81.4257527777778,"75-16","Apopka Upland","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District","8","3","(Shafer et al. 1986)","TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Eve Orange"
"3007","LW","Orange","Fairview",NA,"1","Ora-Fairview-1","ORA-FAIRVIEW-1","Orange-Fairview-1","St. Johns River",282341,"Lake","Lake","Garmin GPS","28","35","42.36","81","24","39.78","28.595099999999999","-81.411050000000003",28.5951,-81.41105,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District","401","162","(Shafer et al. 1986)","TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Fairview Orange"
"3008","LW","Orange","Fairview",NA,"2","Ora-Fairview-2","ORA-FAIRVIEW-2","Orange-Fairview-2","St. Johns River",282341,"Lake","Lake","Garmin GPS","28","35","37.200000000000003","81","24","20.28","28.593666666666667","-81.405633333333327",28.5936666666667,-81.4056333333333,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District","401","162","(Shafer et al. 1986)","TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Fairview Orange"
"3009","LW","Orange","Fairview",NA,"3","Ora-Fairview-3","ORA-FAIRVIEW-3","Orange-Fairview-3","St. Johns River",282341,"Lake","Lake","Garmin GPS","28","35","28.92","81","24","1.2","28.591366666666666","-81.400333333333336",28.5913666666667,-81.4003333333333,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District","401","162","(Shafer et al. 1986)","TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Fairview Orange"
"3010","LW","Orange","Fairview",NA,"4","Ora-Fairview-4","ORA-FAIRVIEW-4","Orange-Fairview-4","St. Johns River",282341,"Lake","Lake","Google Earth","28","35","15.58","81","24","28.04","28.58766111111111","-81.407788888888888",28.5876611111111,-81.4077888888889,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District","401","162","(Shafer et al. 1986)","TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Fairview Orange"
"3011","LW","Orange","Fairview South",NA,"1","Ora-FairviewSo-1","ORA-FAIRVIEWSO-1","Orange-FairviewSouth-1","St. Johns River",NA,"Lake","Lake","Garmin GPS","28","35","5.22","81","24","24.06","28.584783333333334","-81.406683333333334",28.5847833333333,-81.4066833333333,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District",".",".",NA,"TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Fairview South Orange"
"3012","LW","Orange","Fairview South",NA,"2","Ora-FairviewSo-2","ORA-FAIRVIEWSO-2","Orange-FairviewSouth-2","St. Johns River",NA,"Lake","Lake","Garmin GPS","28","34","59.58","81","24","23.34","28.583216666666665","-81.406483333333327",28.5832166666667,-81.4064833333333,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District",".",".",NA,"TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Fairview South Orange"
"3013","LW","Orange","Fairview South",NA,"3","Ora-FairviewSo-3","ORA-FAIRVIEWSO-3","Orange-FairviewSouth-3","St. Johns River",NA,"Lake","Lake","Garmin GPS","28","34","53.22","81","24","22.8","28.58145","-81.406333333333336",28.58145,-81.4063333333333,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District",".",".",NA,"TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Fairview South Orange"
"3014","LW","Orange","Farrar",NA,"1","Ora-Farrar-1","ORA-FARRAR-1","Orange-Farrar-1","St. Johns River",282391,"Lake","Lake","Google Earth","28","30","31.03","81","19","13.49","28.508619444444445","-81.320413888888893",28.5086194444444,-81.3204138888889,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District","8","3","(Shafer et al. 1986)","TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Farrar Orange"
"3015","LW","Orange","Farrar",NA,"2","Ora-Farrar-2","ORA-FARRAR-2","Orange-Farrar-2","St. Johns River",282391,"Lake","Lake","Google Earth","28","30","30.2","81","19","15.9","28.508388888888888","-81.321083333333334",28.5083888888889,-81.3210833333333,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District","8","3","(Shafer et al. 1986)","TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Farrar Orange"
"3016","LW","Orange","Farrar",NA,"3","Ora-Farrar-3","ORA-FARRAR-3","Orange-Farrar-3","St. Johns River",282391,"Lake","Lake","Google Earth","28","30","30.45","81","19","18.64","28.508458333333333","-81.321844444444451",28.5084583333333,-81.3218444444445,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District","8","3","(Shafer et al. 1986)","TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Farrar Orange"
"3017","LW","Orange","Fischer",NA,"1","Ora-Fischer-1","ORA-FISCHER-1","Orange-Fischer-1","St. Johns River",282471,"Lake","Lake","Google Earth","28","32","22.5","81","31","10.32","28.539583333333333","-81.519533333333328",28.5395833333333,-81.5195333333333,"75-16","Apopka Upland","mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","cl 4h2","The lake lies in the Apopka Hills subdivision of the Apopka Upland division of the Central Lake District","24","10","(Shafer et al. 1986)","TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Fischer Orange"
"3018","LW","Orange","Fischer",NA,"2","Ora-Fischer-2","ORA-FISCHER-2","Orange-Fischer-2","St. Johns River",282471,"Lake","Lake","Google Earth","28","32","20.7","81","31","5.6","28.539083333333334","-81.518222222222221",28.5390833333333,-81.5182222222222,"75-16","Apopka Upland","mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","cl 4h2","The lake lies in the Apopka Hills subdivision of the Apopka Upland division of the Central Lake District","24","10","(Shafer et al. 1986)","TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Fischer Orange"
"3019","LW","Orange","Fischer",NA,"3","Ora-Fischer-3","ORA-FISCHER-3","Orange-Fischer-3","St. Johns River",282471,"Lake","Lake","Google Earth","28","32","19.43","81","31","1.54","28.538730555555556","-81.517094444444439",28.5387305555556,-81.5170944444444,"75-16","Apopka Upland","mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","cl 4h2","The lake lies in the Apopka Hills subdivision of the Apopka Upland division of the Central Lake District","24","10","(Shafer et al. 1986)","TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Fischer Orange"
"3020","LW","Orange","Fish",NA,"1","Ora-Fish-1","ORA-FISH-1","Orange-Fish-1","St. Johns River",285678,"Lake","Lake","Google Earth","28","24","39.68","81","30","49.32","28.411022222222222","-81.5137",28.4110222222222,-81.5137,"75-20","Doctor Phillips Ridge","PQp","The geology is dominated by coastal sand and shelly silty sand of the preglacial Pleistocene","ef 1n","The lake lies in the Kissimmee Valley division of the Eastern Flatwoods District",".",".",NA,"TP3",26,30,34,45,"TN3",820,876,967,1087,NA,NA,NA,NA,NA,NA,NA,"Fish Orange"
"3021","LW","Orange","Fish",NA,"2","Ora-Fish-2","ORA-FISH-2","Orange-Fish-2","St. Johns River",285678,"Lake","Lake","Google Earth","28","24","34.6","81","30","47.4","28.409611111111111","-81.513166666666663",28.4096111111111,-81.5131666666667,"75-20","Doctor Phillips Ridge","PQp","The geology is dominated by coastal sand and shelly silty sand of the preglacial Pleistocene","ef 1n","The lake lies in the Kissimmee Valley division of the Eastern Flatwoods District",".",".",NA,"TP3",26,30,34,45,"TN3",820,876,967,1087,NA,NA,NA,NA,NA,NA,NA,"Fish Orange"
"3022","LW","Orange","Fish",NA,"3","Ora-Fish-3","ORA-FISH-3","Orange-Fish-3","St. Johns River",285678,"Lake","Lake","Google Earth","28","24","30.58","81","30","45.46","28.408494444444443","-81.51262777777778",28.4084944444444,-81.5126277777778,"75-20","Doctor Phillips Ridge","PQp","The geology is dominated by coastal sand and shelly silty sand of the preglacial Pleistocene","ef 1n","The lake lies in the Kissimmee Valley division of the Eastern Flatwoods District",".",".",NA,"TP3",26,30,34,45,"TN3",820,876,967,1087,NA,NA,NA,NA,NA,NA,NA,"Fish Orange"
"3023","LW","Orange","Flora Vista",NA,"1","Ora-FloraVist-1","ORA-FLORAVIST-1","Orange-Flora Vista-1","St. Johns River",NA,"Lake","Lake","Google Earth","28","22","14.88","81","27","3.28","28.370799999999999","-81.450911111111111",28.3708,-81.4509111111111,"75-27","Osceola Slope","PQp","The geology is dominated by coastal sand and shelly silty sand of the preglacial Pleistocene","ef 1n","The lake lies in the Kissimmee Valley division of the Eastern Flatwoods District",".",".",NA,"TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Flora Vista Orange"
"3024","LW","Orange","Flora Vista",NA,"2","Ora-FloraVist-2","ORA-FLORAVIST-2","Orange-Flora Vista-2","St. Johns River",NA,"Lake","Lake","Google Earth","28","21","55.55","81","26","55.64","28.365430555555555","-81.448788888888885",28.3654305555556,-81.4487888888889,"75-27","Osceola Slope","PQp","The geology is dominated by coastal sand and shelly silty sand of the preglacial Pleistocene","ef 1n","The lake lies in the Kissimmee Valley division of the Eastern Flatwoods District",".",".",NA,"TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Flora Vista Orange"
"3025","LW","Orange","Flora Vista",NA,"3","Ora-FloraVist-3","ORA-FLORAVIST-3","Orange-Flora Vista-3","St. Johns River",NA,"Lake","Lake","Google Earth","28","21","41.27","81","26","51.86","28.361463888888888","-81.447738888888892",28.3614638888889,-81.4477388888889,"75-27","Osceola Slope","PQp","The geology is dominated by coastal sand and shelly silty sand of the preglacial Pleistocene","ef 1n","The lake lies in the Kissimmee Valley division of the Eastern Flatwoods District",".",".",NA,"TP3",26,30,34,45,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Flora Vista Orange"
"3026","LW","Orange","Floy",NA,"1","Ora-Floy-1","ORA-FLOY-1","Orange-Floy-1","St. Johns River",NA,"Lake","Lake","Google Earth","28","29","3.18","81","28","55.28","28.484216666666665","-81.482022222222227",28.4842166666667,-81.4820222222222,"75-20","Doctor Phillips Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4j","The lake lies in the Dr Phillips Ridge division of the Central Lake District",".",".",NA,"TP3",26,30,34,45,"TN3",820,876,967,1087,NA,NA,NA,NA,NA,NA,NA,"Floy Orange"
"3027","LW","Orange","Floy",NA,"2","Ora-Floy-2","ORA-FLOY-2","Orange-Floy-2","St. Johns River",NA,"Lake","Lake","Google Earth","28","29","3.5","81","28","54.2","28.484305555555554","-81.481722222222217",28.4843055555556,-81.4817222222222,"75-20","Doctor Phillips Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4j","The lake lies in the Dr Phillips Ridge division of the Central Lake District",".",".",NA,"TP3",26,30,34,45,"TN3",820,876,967,1087,NA,NA,NA,NA,NA,NA,NA,"Floy Orange"
"3028","LW","Orange","Floy",NA,"3","Ora-Floy-3","ORA-FLOY-3","Orange-Floy-3","St. Johns River",NA,"Lake","Lake","Google Earth","28","29","4.01","81","28","52.72","28.484447222222222","-81.481311111111111",28.4844472222222,-81.4813111111111,"75-20","Doctor Phillips Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4j","The lake lies in the Dr Phillips Ridge division of the Central Lake District",".",".",NA,"TP3",26,30,34,45,"TN3",820,876,967,1087,NA,NA,NA,NA,NA,NA,NA,"Floy Orange"
"3029","LW","Orange","Formosa",NA,"1","Ora-Formosa-1","ORA-FORMOSA-1","Orange-Formosa-1","St. Johns River",282673,"Lake","Lake","Street Atlas","28","34","6.72","81","22","14.07","28.568533333333335","-81.370575000000002",28.5685333333333,-81.370575,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District","34","14","(LAKEWATCH)","TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Formosa Orange"
"3030","LW","Orange","Formosa",NA,"2","Ora-Formosa-2","ORA-FORMOSA-2","Orange-Formosa-2","St. Johns River",282673,"Lake","Lake","Street Atlas","28","34","6.3","81","22","7.8239999999999998","28.568416666666668","-81.368840000000006",28.5684166666667,-81.36884,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District","34","14","(LAKEWATCH)","TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Formosa Orange"
"3031","LW","Orange","Formosa",NA,"3","Ora-Formosa-3","ORA-FORMOSA-3","Orange-Formosa-3","St. Johns River",282673,"Lake","Lake","Street Atlas","28","34","6.9779999999999998","81","22","0.58799999999999997","28.568605000000002","-81.366829999999993",28.568605,-81.36683,"75-21","Orlando Ridge","Mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","CL4i","The lake lies in the Orlando Promontory division of the Central Lake District","34","14","(LAKEWATCH)","TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Formosa Orange"
"3032","LW","Orange","Fredrica",NA,"1","Ora-Fredrica-1","ORA-FREDRICA-1","Orange-Fredrica-1","St. Johns River",282799,"Lake","Lake","Google Earth","28","30","36.17","81","18","23.46","28.510047222222223","-81.306516666666667",28.5100472222222,-81.3065166666667,"75-21","Orlando Ridge","mh3","The geology is dominated by phosphatic sand, silty sand, and clay of the Hawthorne Formation","ef 1l","The lake lies in the Holopaw-Indian Town Ridges and Swales division of the Eastern Flatwoods District","71","29","(Shafer et al. 1986)","TP4",53,59,72,93,"TN4",1083,1140,1231,1369,NA,NA,NA,NA,NA,NA,NA,"Fredrica Orange"
